time,"# warm-ups since codes cleared ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Average speed (mph)","Barometric pressure (psi)","Calculated boost (psi)","Calculated engine load value (%)","Calculated instant fuel rate (gal./h)","Catalyst temperature Bank 1 Sensor 1 (℉)","Commanded EGR duty (%)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (miles)","Distance traveled with MIL on (miles)","Distance travelled (miles)","Distance travelled (Today) (miles)","Distance travelled (total) (miles)","Distance travelled (Week) (miles)","EGR error (%)","Engine coolant temperature (℉)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Evap. system vapor pressure (Pa)","Free space in fuel tank (gallon)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (gallon)","Fuel rail press. (psi)","Fuel used (gallon)","Fuel used (Today) (gallon)","Fuel used (total) (gallon)","Fuel used (Week) (gallon)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℉)","Intake manifold absolute pressure (psi)","Long term fuel % trim - Bank 1 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Short term fuel trim (%)","Oxygen sensor 2 Bank 1 Voltage (V)","Power from MAF (hp)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (mph)",
22:33:00.475,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:00.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,,,,,3.252,,,,,,,
22:33:00.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34375,,,,,
22:33:00.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234375,15.083390699999999,,,,,,,,,,
22:33:01.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
22:33:01.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:01.407,,,,,,,,,,,,,,,,,,,,,,,,,,-492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:01.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.68547944513,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:01.730,,,,,,,,,,,,,,,,,,,,,,,,747,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:01.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,3.324,,,,,,,
22:33:02.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34375,,,,,
22:33:02.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,15.074423699999999,,,,,,,,,,
22:33:02.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,
22:33:02.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:02.681,,,,,,,,,,,,,,,,,,,,,,,,,,-478.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:02.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.33434730492,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:02.997,,,,,,,,,,,,,,,,,,,,,,,,750,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:03.169,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:03.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,3.324,,,,,,,
22:33:03.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:33:03.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01171875,14.914362749999999,,,,,,,,,,
22:33:03.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,
22:33:03.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:04.121,,,,,,,,,,,,,,,,,,,,,,,,,,-478.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:04.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.33434730492,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:04.421,,,,,,,,,,,,,,,,,,,,,,,,752,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:04.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,3.324,,,,,,,
22:33:04.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:33:04.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,14.9964108,,,,,,,,,,
22:33:05.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
22:33:05.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:05.418,,,,,,,,,,,,,,,,,,,,,,,,,,-478.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:05.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.33434730492,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:05.764,,,,,,,,,,,,,,,,,,,,,,,,756,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:05.922,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:06.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,,,,,,3.2880000000000003,,,,,,,
22:33:06.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34375,,,,,
22:33:06.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,14.914362749999999,,,,,,,,,,
22:33:06.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,
22:33:06.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:06.863,,,,,,,,,,,,,,,,,,,,,,,,,,-532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:07.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:07.197,,,,,,,,,,,,,,,,,,,,,,,,724,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:07.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,2.148,,,,,,,
22:33:07.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:33:07.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01953125,15.021518399999998,,,,,,,,,,
22:33:07.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,
22:33:07.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:08.127,,,,,,,,,,,,,,,,,,,,,,,,,,-399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:08.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:08.428,,,,,,,,,,,,,,,,,,,,,,,,736,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:08.600,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:08.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,2.148,,,,,,,
22:33:08.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.125,,,,,
22:33:09.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08984375,14.117196449999998,,,,,,,,,,
22:33:09.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
22:33:09.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:09.547,,,,,,,,,,,,,,,,,,,,,,,,,,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:09.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.28095088429006,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:09.892,,,,,,,,,,,,,,,,,,,,,,,,730,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,2.1,,,,,,,
22:33:10.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.03125,,,,,
22:33:10.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02734375,14.5776519,,,,,,,,,,
22:33:10.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,
22:33:10.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:10.828,,,,,,,,,,,,,,,,,,,,,,,,,,-212.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:10.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.92981874408,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:11.150,,,,,,,,,,,,,,,,,,,,,,,,728,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:11.306,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:11.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,2.148,,,,,,,
22:33:11.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8125,,,,,
22:33:11.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,14.869079399999999,,,,,,,,,,
22:33:11.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
22:33:12.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:12.253,,,,,,,,,,,,,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:12.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:12.575,,,,,,,,,,,,,,,,,,,,,,,,729,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:12.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,,,,,2.208,,,,,,,
22:33:12.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.03125,,,,,
22:33:13.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01171875,14.9264682,,,,,,,,,,
22:33:13.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,
22:33:13.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:13.512,,,,,,,,,,,,,,,,,,,,,,,,,,-399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:13.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:13.813,,,,,,,,,,,,,,,,,,,,,,,,732,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:13.985,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:14.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,,,,,2.208,,,,,,,
22:33:14.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.25,,,,,
22:33:14.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,14.876252999999998,,,,,,,,,,
22:33:14.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
22:33:14.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:14.937,,,,,,,,,,,,,,,,,,,,,,,,,,-172.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:15.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.98321516471003,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:15.261,,,,,,,,,,,,,,,,,,,,,,,,743,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:15.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,2.232,,,,,,,
22:33:15.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.25,,,,,
22:33:15.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,14.90001555,,,,,,,,,,
22:33:15.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,
22:33:16.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:16.226,,,,,,,,,,,,,,,,,,,,,,,,,,-412.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:16.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:16.553,,,,,,,,,,,,,,,,,,,,,,,,739,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:16.708,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:16.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9000000000000001,,,,,,2.2800000000000002,,,,,,,
22:33:17.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.25,,,,,
22:33:17.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,14.867285999999998,,,,,,,,,,
22:33:17.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,
22:33:17.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:17.638,,,,,,,,,,,,,,,,,,,,,,,,,,-478.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:17.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.63208302450005,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:17.937,,,,,,,,,,,,,,,,,,,,,,,,705,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:18.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,,,,,3.396,,,,,,,
22:33:18.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.25,,,,,
22:33:18.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,14.93319345,,,,,,,,,,
22:33:18.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,
22:33:18.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
22:33:18.868,,,,,,,,,,,,,,,,,,,,,,,,,,-359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:19.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.50963176961,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:19.192,,,,,,,,,,,,,,,,,,,,,,,,860,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:19.359,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:19.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,,,,,3.78,,,,,,,
22:33:19.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.125,,,,,
22:33:19.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05078125,15.100876349999998,,,,,,,,,,
22:33:19.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5,,,
22:33:20.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:33:20.286,,,,,,,,,,,,,,,,,,,,,,,,,,-478.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:20.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.3877437255501,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:20.592,,,,,,,,,,,,,,,,,,,,,,,,766,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:20.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8000000000000003,,,,,,3.3600000000000003,,,,,,,
22:33:20.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:33:21.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0078125,14.64893955,,,,,,,,,,
22:33:21.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:33:21.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:33:21.561,,,,,,,,,,,,,,,,,,,,,,,,,,-478.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:21.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.3877437255501,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:21.867,,,,,,,,,,,,,,,,,,,,,,,,760,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:22.029,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:22.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,,,,,3.432,,,,,,,
22:33:22.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34375,,,,,
22:33:22.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234375,14.978925149999998,,,,,,,,,,
22:33:22.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,
22:33:22.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:33:22.963,,,,,,,,,,,,,,,,,,,,,,,,,,-212.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:23.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.68547944513,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:23.296,,,,,,,,,,,,,,,,,,,,,,,,754,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:23.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8000000000000003,,,,,,3.3600000000000003,,,,,,,
22:33:23.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:33:23.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,14.8932903,,,,,,,,,,
22:33:23.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
22:33:24.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:33:24.262,,,,,,,,,,,,,,,,,,,,,,,,,,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:24.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.33434730492,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:24.590,,,,,,,,,,,,,,,,,,,,,,,,765,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:24.748,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:24.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,,,,,3.432,,,,,,,
22:33:25.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,
22:33:25.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14.738609550000001,,,,,,,,,,
22:33:25.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
22:33:25.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:33:25.753,,,,,,,,,,,,,,,,,,,,,,,,,,-704.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:25.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.68547944513,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:26.076,,,,,,,,,,,,,,,,,,,,,,,,761,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:26.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,,,,,3.252,,,,,,,
22:33:26.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,
22:33:26.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01171875,14.81393235,,,,,,,,,,
22:33:26.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,,,
22:33:26.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:33:27.027,,,,,,,,,,,,,,,,,,,,,,,,,,-438.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:27.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.28095088429006,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:27.351,,,,,,,,,,,,,,,,,,,,,,,,750,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:27.507,,,,,,,,,,,,,,,,,,,,,,,183.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:27.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,2.088,,,,,,,
22:33:27.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34375,,,,,
22:33:27.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06640625,14.162928149999999,,,,,,,,,,
22:33:28.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,
22:33:28.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:33:28.475,,,,,,,,,,,,,,,,,,,,,,,,,,-412.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:28.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.92981874408,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:28.806,,,,,,,,,,,,,,,,,,,,,,,,732,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:28.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,2.124,,,,,,,
22:33:29.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.46875,,,,,
22:33:29.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05859375,14.291156249999998,,,,,,,,,,
22:33:29.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,
22:33:29.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
